timestamp,vehicle_id,engine_rpm,coolant_temp,fuel_trim,dtc,latitude,longitude,tire_pressure
2025-07-27 18:16:05.899482,Vehicle_9,1134,93,-3.47394403362028,,34.03752527629244,-118.29177875191078,28
2025-07-27 18:16:15.899482,Vehicle_10,3429,95,0.8653292859882002,,34.03666385377633,-118.24361357811883,34
2025-07-27 18:16:25.899482,Vehicle_1,845,96,-0.8051139330256083,P0128,34.061318467005435,-118.2317085667762,29
2025-07-27 18:16:35.899482,Vehicle_2,864,100,-1.2168104620035658,,34.03515225476003,-118.29496074851664,32
2025-07-27 18:16:45.899482,Vehicle_3,2320,81,-1.6841258400197754,,34.0425010007706,-118.24620429363837,28
2025-07-27 18:16:55.899482,Vehicle_4,2175,92,-4.472243803181316,P0401,34.03991663637936,-118.22167340704574,31
2025-07-27 18:17:05.899482,Vehicle_5,3548,97,-3.1060605225642526,,34.07060052048523,-118.20639192561536,34
2025-07-27 18:17:15.899482,Vehicle_6,3206,99,-4.88426780184901,,34.017923584954865,-118.24184865592672,32
2025-07-27 18:17:25.899482,Vehicle_7,1220,100,4.088407289847499,,34.01132788447809,-118.21870889464468,34
2025-07-27 18:17:35.899482,Vehicle_8,3386,100,1.3936360429046335,,34.02259446917715,-118.2593917649482,32
2025-07-27 18:17:45.899482,Vehicle_9,3772,84,-1.0205007604271787,,34.02084748690464,-118.22790565994221,34
2025-07-27 18:17:55.899482,Vehicle_10,1363,97,0.3097053636303677,P0401,34.082728789722395,-118.23618883333955,29
2025-07-27 18:18:05.899482,Vehicle_1,2558,87,4.539117591895582,,34.01623487702419,-118.23355925431876,32
2025-07-27 18:18:15.899482,Vehicle_2,3719,95,-0.36327713294330977,P0128,34.02211200880719,-118.26704855327264,30
2025-07-27 18:18:25.899482,Vehicle_3,833,87,3.4026190296672567,P0171,34.04838104580364,-118.20427361567874,28
2025-07-27 18:18:35.899482,Vehicle_4,1364,97,-0.000572563684327676,,34.02138277399488,-118.23967597096149,31
2025-07-27 18:18:45.899482,Vehicle_5,2371,93,-4.699722101549658,P0135,34.030504257728545,-118.21370515821735,30
2025-07-27 18:18:55.899482,Vehicle_6,3668,84,3.6288982976445077,,34.061976154980194,-118.29402890053773,32
2025-07-27 18:19:05.899482,Vehicle_7,997,101,-0.058273238356929546,,34.025013071118245,-118.2719148477209,31
2025-07-27 18:19:15.899482,Vehicle_8,2519,94,0.03330466558627343,,34.0682374698498,-118.21195342871216,28
2025-07-27 18:19:25.899482,Vehicle_9,1364,92,-2.2593122049699965,P0301,34.06549422998239,-118.27084610775111,33
2025-07-27 18:19:35.899482,Vehicle_10,1598,85,-2.356209464879516,,34.08407959138412,-118.29334895741799,31
2025-07-27 18:19:45.899482,Vehicle_1,2038,94,-0.6767583789413001,,34.002523328258945,-118.2391369443234,34
2025-07-27 18:19:55.899482,Vehicle_2,3275,97,-4.923462458554426,P0455,34.027996917365236,-118.24291355694038,29
2025-07-27 18:20:05.899482,Vehicle_3,1819,90,-2.871368880583095,,34.02725017141896,-118.29396239239402,28
2025-07-27 18:20:15.899482,Vehicle_4,2120,83,-4.788888779049335,,34.01606447173897,-118.27517234126624,32
2025-07-27 18:20:25.899482,Vehicle_5,2699,91,2.9564511369377335,P0455,34.0578786525698,-118.28393499244432,33
2025-07-27 18:20:35.899482,Vehicle_6,2297,82,2.9245476127304313,,34.00514809832634,-118.28436905049853,35
2025-07-27 18:20:45.899482,Vehicle_7,3950,81,-1.5567294489641492,,34.09357405338415,-118.29429113128803,32
2025-07-27 18:20:55.899482,Vehicle_8,855,85,-0.2706125620169537,P0135,34.01267045995851,-118.28846666835024,31
2025-07-27 18:21:05.899482,Vehicle_9,1689,90,-1.7923801576777718,P0128,34.09859733606449,-118.2893794109011,32
2025-07-27 18:21:15.899482,Vehicle_10,3595,83,-3.531670527324957,,34.068519196808,-118.25924790336884,34
2025-07-27 18:21:25.899482,Vehicle_1,3532,101,-4.035731092635463,P0135,34.08248828348836,-118.24622167847738,30
2025-07-27 18:21:35.899482,Vehicle_2,1045,90,3.1310257779517645,P0420,34.06911205080274,-118.242726389705,31
2025-07-27 18:21:45.899482,Vehicle_3,3028,85,3.2120435766417756,P0171,34.04088069458037,-118.26247023329384,33
2025-07-27 18:21:55.899482,Vehicle_4,2333,84,-1.849327517761922,,34.019140418788226,-118.21305423091313,33
2025-07-27 18:22:05.899482,Vehicle_5,1477,88,-0.3015056941528771,,34.070367701831096,-118.29399196206134,32
2025-07-27 18:22:15.899482,Vehicle_6,2441,94,-0.9515933831495982,,34.055860661557304,-118.20598087012888,31
2025-07-27 18:22:25.899482,Vehicle_7,1845,89,-1.034645872107418,,34.073995398173686,-118.29390577704304,30
2025-07-27 18:22:35.899482,Vehicle_8,3029,101,4.541002732318052,,34.06405430656898,-118.26043217567336,30
2025-07-27 18:22:45.899482,Vehicle_9,1535,104,-4.944309536278705,,34.08971653053299,-118.28145327705828,33
2025-07-27 18:22:55.899482,Vehicle_10,1081,104,-4.759419180442263,P0301,34.03780276197706,-118.25060687199986,30
2025-07-27 18:23:05.899482,Vehicle_1,2220,82,0.680700714628772,,34.071175603548035,-118.2496368065684,29
2025-07-27 18:23:15.899482,Vehicle_2,1082,101,0.8426626482038078,,34.01407464934422,-118.23958739115055,32
2025-07-27 18:23:25.899482,Vehicle_3,3966,103,-3.6500426576736187,,34.054827839690105,-118.20692739363224,31
2025-07-27 18:23:35.899482,Vehicle_4,911,105,-4.951023044317299,,34.018853540326425,-118.27283290936856,35
2025-07-27 18:23:45.899482,Vehicle_5,1563,90,-4.376654329776071,,34.09245602102745,-118.23181883404764,32
2025-07-27 18:23:55.899482,Vehicle_6,1641,101,0.5937081207850934,,34.09976726050572,-118.26076277038602,33
2025-07-27 18:24:05.899482,Vehicle_7,2089,96,0.18001149148263895,,34.03834382785763,-118.20176626664558,32
2025-07-27 18:24:15.899482,Vehicle_8,1594,100,-3.264361479386709,P0442,34.09708171561952,-118.26459202648697,32
2025-07-27 18:24:25.899482,Vehicle_9,1488,104,0.9326937982480832,P0128,34.009058203543624,-118.26089322184052,30
2025-07-27 18:24:35.899482,Vehicle_10,2039,90,3.730325448979908,,34.013743361864385,-118.21018068562616,28
2025-07-27 18:24:45.899482,Vehicle_1,3434,88,1.469425062802392,,34.09500544297732,-118.25702829530609,28
2025-07-27 18:24:55.899482,Vehicle_2,3605,100,4.896446401316574,P0442,34.080219104214265,-118.2182712371507,28
2025-07-27 18:25:05.899482,Vehicle_3,2454,81,3.425050529194836,P0442,34.0090947524369,-118.24685593287207,31
2025-07-27 18:25:15.899482,Vehicle_4,1587,101,-0.6847634797753752,P0455,34.02352085794809,-118.26427386770636,31
2025-07-27 18:25:25.899482,Vehicle_5,964,87,-4.153993194601463,,34.06854472955326,-118.29033732534403,34
2025-07-27 18:25:35.899482,Vehicle_6,2094,86,1.2736248534432342,,34.03576084695501,-118.28368623588972,30
2025-07-27 18:25:45.899482,Vehicle_7,3998,93,3.029308781841099,P0302,34.08783739663142,-118.25742439091948,31
2025-07-27 18:25:55.899482,Vehicle_8,1641,93,-2.2686117854348034,,34.03498994422333,-118.24858100268709,31
2025-07-27 18:26:05.899482,Vehicle_9,3094,80,-3.7319217902017456,,34.06235239825923,-118.23557152708145,35
2025-07-27 18:26:15.899482,Vehicle_10,1997,91,-2.478237944338529,,34.02504023175586,-118.23604309926222,34
2025-07-27 18:26:25.899482,Vehicle_1,3386,102,-1.4448027056479718,P0442,34.02410137271803,-118.27046511341449,34
2025-07-27 18:26:35.899482,Vehicle_2,3240,95,4.217808598651654,,34.01600649780033,-118.2228691166683,28
2025-07-27 18:26:45.899482,Vehicle_3,1044,83,0.044436483337289445,,34.094708193755,-118.27452628875785,30
2025-07-27 18:26:55.899482,Vehicle_4,1377,88,4.604371924069724,P0128,34.00953264498502,-118.27090991311971,28
2025-07-27 18:27:05.899482,Vehicle_5,840,103,-0.6145987728082236,,34.005528208521646,-118.27849039474408,30
2025-07-27 18:27:15.899482,Vehicle_6,2790,97,-2.6182625658197534,,34.093024263163116,-118.24310744566404,35
2025-07-27 18:27:25.899482,Vehicle_7,949,83,-4.5055177005428195,,34.006752757874864,-118.20214581336649,34
2025-07-27 18:27:35.899482,Vehicle_8,2221,93,-4.236758091121145,P0455,34.04348131346772,-118.21534152988696,32
2025-07-27 18:27:45.899482,Vehicle_9,2748,101,-0.7028665938709668,P0128,34.05901941905798,-118.2236660728248,32
2025-07-27 18:27:55.899482,Vehicle_10,1549,90,1.6276300210094519,P0171,34.0789844382477,-118.28372119323573,28
2025-07-27 18:28:05.899482,Vehicle_1,803,88,2.677730902685841,P0442,34.05997936659877,-118.20881847655016,34
2025-07-27 18:28:15.899482,Vehicle_2,1858,98,-1.4499240870219055,,34.01042524771338,-118.23133868872259,32
2025-07-27 18:28:25.899482,Vehicle_3,2909,98,-0.7596297879829983,,34.03037888698257,-118.21272983423485,35
2025-07-27 18:28:35.899482,Vehicle_4,3223,88,-1.0977453700757334,,34.05198192016226,-118.2471475047175,29
2025-07-27 18:28:45.899482,Vehicle_5,3219,82,3.322449733467261,,34.09361718158999,-118.23581148538376,31
2025-07-27 18:28:55.899482,Vehicle_6,2260,93,-3.549973743710231,P0171,34.040597024032884,-118.2317317421522,34
2025-07-27 18:29:05.899482,Vehicle_7,2103,93,4.530705258824309,P0420,34.04129465109813,-118.24236955801754,33
2025-07-27 18:29:15.899482,Vehicle_8,831,99,1.7085027394063745,,34.07743784684966,-118.2391344459519,29
2025-07-27 18:29:25.899482,Vehicle_9,3556,99,2.2057827951492808,,34.01354373033482,-118.29775389797541,33
2025-07-27 18:29:35.899482,Vehicle_10,1786,88,1.825695780245903,,34.07293588160777,-118.22960942401274,29
2025-07-27 18:29:45.899482,Vehicle_1,945,80,-0.7287159041947211,,34.03935721084799,-118.29946963016003,28
2025-07-27 18:29:55.899482,Vehicle_2,1269,96,-4.992697082609321,,34.01858212241403,-118.23928799631763,29
2025-07-27 18:30:05.899482,Vehicle_3,2629,83,-2.4649129898887248,,34.03483879933499,-118.25208838677885,33
2025-07-27 18:30:15.899482,Vehicle_4,3950,94,-2.011150813780491,,34.05544416102916,-118.24232480264659,35
2025-07-27 18:30:25.899482,Vehicle_5,2344,82,3.710173175128986,P0302,34.034699863072056,-118.28761739486997,30
2025-07-27 18:30:35.899482,Vehicle_6,3745,105,-4.346945634886161,,34.06233399769931,-118.2565309378501,33
2025-07-27 18:30:45.899482,Vehicle_7,3218,85,2.986350763148339,,34.02919076894591,-118.20139845859276,33
2025-07-27 18:30:55.899482,Vehicle_8,2298,96,-4.023717096768355,P0401,34.0706930593975,-118.25772148896779,31
2025-07-27 18:31:05.899482,Vehicle_9,2529,93,-4.173383451334627,P0420,34.07144070999567,-118.2384690260301,28
2025-07-27 18:31:15.899482,Vehicle_10,837,91,-1.372722911007008,,34.033153892009715,-118.20052712707792,34
2025-07-27 18:31:25.899482,Vehicle_1,1583,101,-3.7676167989433607,,34.099626533675824,-118.23318612968666,28
2025-07-27 18:31:35.899482,Vehicle_2,3758,80,-4.47016442037442,,34.0503198006079,-118.26716932594788,33
2025-07-27 18:31:45.899482,Vehicle_3,1767,82,-1.8778982178029957,P0401,34.06510480078078,-118.2103074451077,32
2025-07-27 18:31:55.899482,Vehicle_4,1605,97,0.09304291485334026,,34.03940998644089,-118.20316848053864,32
2025-07-27 18:32:05.899482,Vehicle_5,2639,84,1.5772942334462128,P0128,34.049727431016656,-118.28492314491007,29
2025-07-27 18:32:15.899482,Vehicle_6,2497,89,0.2516187019101288,,34.07817080585475,-118.2533020824988,28
2025-07-27 18:32:25.899482,Vehicle_7,2536,83,-0.8648142047937037,,34.076144747502056,-118.23470442580727,31
2025-07-27 18:32:35.899482,Vehicle_8,2304,81,-3.0613886295154913,P0420,34.051431602930855,-118.23330974266634,34
2025-07-27 18:32:45.899482,Vehicle_9,1267,89,-3.5772658323596573,,34.02991816721793,-118.22671210104943,30
2025-07-27 18:32:55.899482,Vehicle_10,2395,101,3.494196236735089,,34.04715855153127,-118.22632076070819,29
2025-07-27 18:33:05.899482,Vehicle_1,2347,91,-0.4255076230669079,,34.081179489979,-118.28609054154188,29
2025-07-27 18:33:15.899482,Vehicle_2,2494,101,2.625266058104031,,34.04621988895748,-118.26080119634256,29
2025-07-27 18:33:25.899482,Vehicle_3,1060,104,3.8871369616727307,P0420,34.052408168138,-118.26407342366569,35
2025-07-27 18:33:35.899482,Vehicle_4,2403,92,0.9146405077977091,,34.022689581594676,-118.2933407746426,33
2025-07-27 18:33:45.899482,Vehicle_5,3883,88,-1.0406868132912739,,34.02014834998543,-118.22802166084243,30
2025-07-27 18:33:55.899482,Vehicle_6,2473,97,4.481348105453577,P0128,34.03353144410546,-118.29196673732831,30
2025-07-27 18:34:05.899482,Vehicle_7,858,99,1.7440454482442167,,34.003107716344566,-118.24913384936364,31
2025-07-27 18:34:15.899482,Vehicle_8,2869,95,2.685887341787496,,34.075663845784376,-118.20003820080844,35
2025-07-27 18:34:25.899482,Vehicle_9,3517,89,-3.0200941786786197,P0420,34.03892460460886,-118.22906193353084,34
2025-07-27 18:34:35.899482,Vehicle_10,1501,86,1.147732950444416,,34.082628127382534,-118.24936576239985,34
2025-07-27 18:34:45.899482,Vehicle_1,1863,84,-1.7363261470026616,,34.0023795118874,-118.21957728946794,33
2025-07-27 18:34:55.899482,Vehicle_2,3843,93,1.6345348980084822,,34.001540413963546,-118.29540153025177,28
2025-07-27 18:35:05.899482,Vehicle_3,2823,82,0.2918542783354594,,34.03622677848266,-118.23981354621431,30
2025-07-27 18:35:15.899482,Vehicle_4,2702,81,-0.711014481453665,,34.00982824180528,-118.20303586014552,34
2025-07-27 18:35:25.899482,Vehicle_5,2058,80,-3.0016050557913374,P0135,34.03950948183439,-118.29926682084586,29
2025-07-27 18:35:35.899482,Vehicle_6,2303,91,1.2266667145779007,P0455,34.02437288349783,-118.2258218819648,29
2025-07-27 18:35:45.899482,Vehicle_7,2025,93,-1.1498874080367116,,34.086325731505106,-118.2772706507284,33
2025-07-27 18:35:55.899482,Vehicle_8,2754,102,3.7371416894044955,P0135,34.02257331773501,-118.22443348982367,33
2025-07-27 18:36:05.899482,Vehicle_9,3568,88,4.320760014278909,,34.07169162977963,-118.29956887193215,29
2025-07-27 18:36:15.899482,Vehicle_10,2125,96,2.1978557432929318,,34.07042849558249,-118.20949565945725,31
2025-07-27 18:36:25.899482,Vehicle_1,1142,105,-2.5765612105938027,,34.032848523364976,-118.24856562639634,31
2025-07-27 18:36:35.899482,Vehicle_2,2305,84,0.48891427239191465,,34.07139956347704,-118.20361617326402,35
2025-07-27 18:36:45.899482,Vehicle_3,2038,80,-1.6988265718021331,,34.02972100202774,-118.23299257392964,35
2025-07-27 18:36:55.899482,Vehicle_4,1978,83,-0.6705502744120162,P0301,34.02140837807871,-118.24990533525516,35
2025-07-27 18:37:05.899482,Vehicle_5,2182,80,-0.9475483232543445,P0135,34.08843529349536,-118.21029708233442,30
2025-07-27 18:37:15.899482,Vehicle_6,2200,83,-2.5211698806603167,,34.01854343821185,-118.26632586079303,30
2025-07-27 18:37:25.899482,Vehicle_7,2528,88,-3.3462988775291382,,34.097875972213,-118.26491932588634,29
2025-07-27 18:37:35.899482,Vehicle_8,1380,101,-1.143343283595506,,34.09550499669586,-118.2989641457556,29
2025-07-27 18:37:45.899482,Vehicle_9,3962,97,0.20388259952817922,P0171,34.037611290829226,-118.26388857883475,31
2025-07-27 18:37:55.899482,Vehicle_10,2675,104,-0.4000448687625715,,34.06696076491,-118.2605991161367,29
2025-07-27 18:38:05.899482,Vehicle_1,3891,87,2.125447739079325,,34.026863477251126,-118.28926200069537,30
2025-07-27 18:38:15.899482,Vehicle_2,3623,102,0.931384932029113,,34.00931596592983,-118.29082049119579,31
2025-07-27 18:38:25.899482,Vehicle_3,3502,100,-3.0262854810418505,,34.0142126579836,-118.20144240701782,30
2025-07-27 18:38:35.899482,Vehicle_4,3250,96,-1.7418688461274643,P0401,34.096464196694775,-118.21886606109307,30
2025-07-27 18:38:45.899482,Vehicle_5,2095,101,0.9933258622997485,,34.069354276732376,-118.25670419402022,30
2025-07-27 18:38:55.899482,Vehicle_6,2080,88,4.113789750800139,P0401,34.09876392745931,-118.21386829340685,30
2025-07-27 18:39:05.899482,Vehicle_7,1384,80,1.0919235805226712,P0455,34.01228695199089,-118.27431890241415,35
2025-07-27 18:39:15.899482,Vehicle_8,2860,86,-3.7325400383340135,,34.03525482855306,-118.24296995758056,31
2025-07-27 18:39:25.899482,Vehicle_9,1214,104,1.969047631811299,,34.09996996068769,-118.21220352710017,28
2025-07-27 18:39:35.899482,Vehicle_10,1666,92,-2.7238335858889307,P0420,34.04880634945576,-118.27320689298895,31
2025-07-27 18:39:45.899482,Vehicle_1,3428,88,-2.275496255420313,,34.07878321776444,-118.20841583568598,33
2025-07-27 18:39:55.899482,Vehicle_2,3471,97,-1.1216354078578403,,34.0685982038678,-118.25121642024871,29
2025-07-27 18:40:05.899482,Vehicle_3,2097,82,-3.7480630946890727,,34.057380156099775,-118.25507005086942,35
2025-07-27 18:40:15.899482,Vehicle_4,1285,98,-1.0402573563821296,,34.088652822445695,-118.26154755501686,30
2025-07-27 18:40:25.899482,Vehicle_5,1086,94,1.2162588097073987,,34.05872544348051,-118.24038790001813,29
2025-07-27 18:40:35.899482,Vehicle_6,3087,100,-2.1936893222900866,P0420,34.01400315896522,-118.24744781955096,32
2025-07-27 18:40:45.899482,Vehicle_7,3457,103,-1.956713376052849,P0442,34.05867707169394,-118.28529841745211,32
2025-07-27 18:40:55.899482,Vehicle_8,2845,80,2.359870242815215,,34.06427546927812,-118.27918586387507,35
2025-07-27 18:41:05.899482,Vehicle_9,1294,83,3.509027622689997,,34.052718370544554,-118.26162647689628,30
2025-07-27 18:41:15.899482,Vehicle_10,1636,85,2.1292079997082567,,34.094064875178134,-118.2284817531088,28
2025-07-27 18:41:25.899482,Vehicle_1,1817,80,-4.271586170303849,,34.0910931205862,-118.20894890007918,30
2025-07-27 18:41:35.899482,Vehicle_2,2322,101,4.985359742348956,,34.01741401215117,-118.26721819721627,28
2025-07-27 18:41:45.899482,Vehicle_3,3528,94,-3.571039584740671,,34.05820307507554,-118.20829662826786,30
2025-07-27 18:41:55.899482,Vehicle_4,3103,91,-4.917882219355333,,34.09552220539501,-118.24541017880091,32
2025-07-27 18:42:05.899482,Vehicle_5,921,97,3.114769572447468,,34.01256466086696,-118.21501774158122,35
2025-07-27 18:42:15.899482,Vehicle_6,3849,105,0.1357700710968377,,34.010816455747126,-118.24664173467404,28
2025-07-27 18:42:25.899482,Vehicle_7,2148,104,2.3921576719615967,P0300,34.08117300115352,-118.25390835635538,35
2025-07-27 18:42:35.899482,Vehicle_8,2121,105,-2.6478701267466445,,34.08264657934032,-118.24785898372352,31
2025-07-27 18:42:45.899482,Vehicle_9,2726,98,-2.4296637713945968,,34.04701063338198,-118.22073483697521,34
2025-07-27 18:42:55.899482,Vehicle_10,2477,98,-3.6964838266640387,,34.087911871231285,-118.2557112017476,31
2025-07-27 18:43:05.899482,Vehicle_1,3510,85,4.3095519759613925,,34.06765990395278,-118.25997273460733,34
2025-07-27 18:43:15.899482,Vehicle_2,2502,80,-4.939136037568911,,34.00933576300312,-118.2909939676037,32
2025-07-27 18:43:25.899482,Vehicle_3,1104,84,-0.28095798096880653,P0442,34.053685060752144,-118.23895377582005,33
2025-07-27 18:43:35.899482,Vehicle_4,1839,84,-1.8510525485460807,,34.03592693630669,-118.27556803492102,34
2025-07-27 18:43:45.899482,Vehicle_5,3186,103,2.445554605224869,P0171,34.09451282797039,-118.2166887998861,30
2025-07-27 18:43:55.899482,Vehicle_6,1373,93,0.5712863026530135,,34.00405614119242,-118.27620365201696,29
2025-07-27 18:44:05.899482,Vehicle_7,3717,105,0.5894324251412666,,34.06349383005549,-118.23091563989422,34
2025-07-27 18:44:15.899482,Vehicle_8,2065,97,-0.08998870206259646,P0455,34.01357927166528,-118.28560688324657,35
2025-07-27 18:44:25.899482,Vehicle_9,947,81,-2.953960071807944,,34.05484380049444,-118.26290729569222,31
2025-07-27 18:44:35.899482,Vehicle_10,1664,80,1.885242471726892,,34.0121289029702,-118.28577638400412,34
2025-07-27 18:44:45.899482,Vehicle_1,2335,93,-0.9424376996143149,,34.083101620493835,-118.2041797667204,35
2025-07-27 18:44:55.899482,Vehicle_2,2830,91,0.11714400400108982,,34.09213284638473,-118.20838492237374,34
2025-07-27 18:45:05.899482,Vehicle_3,2679,85,2.688937385609334,P0135,34.00646624534306,-118.27529671781815,28
2025-07-27 18:45:15.899482,Vehicle_4,1175,80,-0.3085725348991053,P0455,34.011628112859626,-118.2712190241285,31
2025-07-27 18:45:25.899482,Vehicle_5,2524,100,3.261155748316815,P0302,34.049464266559546,-118.24604599173475,31
2025-07-27 18:45:35.899482,Vehicle_6,1113,96,3.284839984519232,,34.04525032903779,-118.2655044924817,33
2025-07-27 18:45:45.899482,Vehicle_7,2313,89,2.1351775766760204,,34.012909048447376,-118.2390060585072,31
2025-07-27 18:45:55.899482,Vehicle_8,1591,105,-4.4989129347466825,P0401,34.07689231185632,-118.21100286274337,33
2025-07-27 18:46:05.899482,Vehicle_9,1061,85,0.9127397355698363,,34.026639647913605,-118.2812974012003,32
2025-07-27 18:46:15.899482,Vehicle_10,3007,90,3.2586137255473844,P0301,34.00101919193784,-118.26430408783158,35
2025-07-27 18:46:25.899482,Vehicle_1,2127,91,-2.496970042451767,,34.08455992046536,-118.23764898283291,34
2025-07-27 18:46:35.899482,Vehicle_2,1160,102,2.33188251451942,,34.045293198162874,-118.27966549535505,30
2025-07-27 18:46:45.899482,Vehicle_3,3483,102,-2.854965845998303,,34.07941702937479,-118.22815251566479,29
2025-07-27 18:46:55.899482,Vehicle_4,1636,80,-3.9429514308055227,,34.011113914846135,-118.2665534852316,31
2025-07-27 18:47:05.899482,Vehicle_5,1242,104,2.230926343497738,,34.027918589298004,-118.27144683722229,30
2025-07-27 18:47:15.899482,Vehicle_6,944,88,0.7884347028649232,P0455,34.03011006099244,-118.25756590684449,28
2025-07-27 18:47:25.899482,Vehicle_7,1533,105,-2.6044954296150613,,34.06416286310507,-118.27757338735293,35
2025-07-27 18:47:35.899482,Vehicle_8,1459,97,-3.3672860681565253,,34.09425488270748,-118.21954091388709,29
2025-07-27 18:47:45.899482,Vehicle_9,827,102,-1.267566776231476,P0301,34.01643073956931,-118.22369410905219,35
2025-07-27 18:47:55.899482,Vehicle_10,2753,102,-3.684221806312191,,34.0691161098499,-118.26565575685791,35
2025-07-27 18:48:05.899482,Vehicle_1,3293,86,0.6176555303726117,,34.07346805696884,-118.20932110557114,29
2025-07-27 18:48:15.899482,Vehicle_2,1906,94,-2.394050935405886,P0171,34.04688038245713,-118.23062046906112,34
2025-07-27 18:48:25.899482,Vehicle_3,3202,90,2.910031376784535,P0302,34.00507636431091,-118.23186038449398,35
2025-07-27 18:48:35.899482,Vehicle_4,3993,105,4.393654429165986,,34.02833998463937,-118.23958646291923,35
2025-07-27 18:48:45.899482,Vehicle_5,1279,100,-0.9133954843417245,,34.07905004898227,-118.26631631419839,28
2025-07-27 18:48:55.899482,Vehicle_6,1979,94,1.8106147454806454,,34.066502734145935,-118.23965711186264,34
2025-07-27 18:49:05.899482,Vehicle_7,2336,84,2.356243746189925,,34.05046476553192,-118.23708950175788,30
2025-07-27 18:49:15.899482,Vehicle_8,2903,84,-2.937839240190451,,34.07114057150804,-118.25636350908788,35
2025-07-27 18:49:25.899482,Vehicle_9,2155,82,3.7779585757963616,,34.07326241309013,-118.20357019013214,28
2025-07-27 18:49:35.899482,Vehicle_10,1102,96,1.811739735970887,P0401,34.02301581933408,-118.2065906564545,34
2025-07-27 18:49:45.899482,Vehicle_1,2801,98,-4.1811518513935075,,34.0530524927823,-118.29147757727554,34
2025-07-27 18:49:55.899482,Vehicle_2,1032,88,4.7547348981211,,34.06694924426764,-118.25926504071921,33
2025-07-27 18:50:05.899482,Vehicle_3,1468,96,0.36722897837050894,P0135,34.0104230296027,-118.23557785313395,30
2025-07-27 18:50:15.899482,Vehicle_4,3201,99,-2.0901031516581794,,34.0073339272568,-118.27225659382648,35
2025-07-27 18:50:25.899482,Vehicle_5,3623,105,-0.7664937251165185,,34.06039303276475,-118.26121233085833,29
2025-07-27 18:50:35.899482,Vehicle_6,2800,98,3.7152734529405986,P0300,34.083284130081914,-118.29659424341376,31
2025-07-27 18:50:45.899482,Vehicle_7,1217,94,-1.2171240694470722,P0300,34.03431206592634,-118.2130734251351,31
2025-07-27 18:50:55.899482,Vehicle_8,3438,96,-4.706520351899998,,34.07376515613382,-118.21589221857514,29
2025-07-27 18:51:05.899482,Vehicle_9,3199,91,-4.3361986211600225,P0442,34.03739717848258,-118.23919838871439,29
2025-07-27 18:51:15.899482,Vehicle_10,3190,90,2.495546474922614,,34.04562572046566,-118.2353805615533,35
2025-07-27 18:51:25.899482,Vehicle_1,2159,91,0.8555531875300968,,34.06228272056688,-118.28695518375811,29
2025-07-27 18:51:35.899482,Vehicle_2,1482,81,-1.1694965091491474,,34.01107484798141,-118.22134896901653,34
2025-07-27 18:51:45.899482,Vehicle_3,2679,103,-1.6717899424664617,,34.05881129410887,-118.28154897362033,28
2025-07-27 18:51:55.899482,Vehicle_4,2037,92,-4.790994092262823,,34.0378751046,-118.21346524035177,32
2025-07-27 18:52:05.899482,Vehicle_5,1298,103,3.5631559656203056,P0301,34.03883934300142,-118.25904110198081,35
